Rule_ID,Raw_Text,Antecedent_Text
1006,"frozenset({'Plain Naan', 'Mango Chutney'}),frozenset({'Bombay Aloo'}),0.05225050384414421,0.13077554676420095,0.011719041576472345,0.2242857142857143,1.7150432159165037,0.0048859533675494025,1.120547177283719,0.4399098237258513",Plain Naan + Mango Chutney
1007,"frozenset({'Mint Sauce'}),""frozenset({'Onion Bhajee', 'Pilau Rice'})"",0.10920355303426141,0.0794207658430992,0.014854071807120997,0.13602187286397813,1.7126739010890177,0.006181041992352455,1.0655121990281218,0.4671299349100117",Mint Sauce
1008,"frozenset({'Onion Bhajee', 'Pilau Rice'}),frozenset({'Mint Sauce'}),0.0794207658430992,0.10920355303426141,0.014854071807120997,0.1870300751879699,1.7126739010890175,0.006181041992352455,1.0957311208919605,0.4520172418078391",Onion Bhajee + Pilau Rice
1009,"frozenset({'Butter Chicken', 'Pilau Rice'}),frozenset({'Garlic Naan'}),0.034037471075613945,0.19616332014630142,0.01142046726879152,0.3355263157894737,1.7104437034366737,0.004743563933215388,1.209734409284774,0.4299922271667341",Butter Chicken + Pilau Rice
1010,"frozenset({'Garlic Naan'}),""frozenset({'Butter Chicken', 'Pilau Rice'})"",0.19616332014630142,0.034037471075613945,0.01142046726879152,0.05821917808219178,1.7104437034366737,0.004743563933215388,1.0256765761669844,0.5167173750361878",Garlic Naan
1011,"frozenset({'Mango Chutney', 'Pilau Rice'}),frozenset({'Chicken Tikka Masala'}),0.07352392326640293,0.15921474957079942,0.019929835037695007,0.27106598984771574,1.7025180806328402,0.008223742007371991,1.1534449466194465,0.4453808746157217",Mango Chutney + Pilau Rice
1012,"frozenset({'Chicken Tikka Masala'}),""frozenset({'Mango Chutney', 'Pilau Rice'})"",0.15921474957079942,0.07352392326640293,0.019929835037695007,0.12517580872011252,1.70251808063284,0.008223742007371991,1.0590425893208801,0.49077303051583243",Chicken Tikka Masala
1013,"frozenset({'Chicken Tikka Masala', 'Pilau Rice'}),frozenset({'Peshwari Naan'}),0.08509367768903486,0.11457789057251623,0.016570874076285734,0.19473684210526312,1.6996022629864562,0.006821019985618532,1.0995437960210581,0.4499116886324196",Chicken Tikka Masala + Pilau Rice
1014,"frozenset({'Peshwari Naan'}),""frozenset({'Chicken Tikka Masala', 'Pilau Rice'})"",0.11457789057251623,0.08509367768903486,0.016570874076285734,0.14462540716612377,1.699602262986456,0.006821019985618532,1.069597261802994,0.46489357339129717",Peshwari Naan
1015,"frozenset({'Chicken Tikka Masala', 'Pilau Rice'}),frozenset({'Plain Naan'}),0.08509367768903486,0.28006270060461297,0.04030753153691125,0.4736842105263158,1.691350577937381,0.016475966358941645,1.3678808688512354,0.4467741789272343",Chicken Tikka Masala + Pilau Rice
1016,"frozenset({'Plain Naan'}),""frozenset({'Chicken Tikka Masala', 'Pilau Rice'})"",0.28006270060461297,0.08509367768903486,0.04030753153691125,0.14392324093816633,1.691350577937381,0.016475966358941645,1.068719963048176,0.5677668337077357",Plain Naan
1017,"frozenset({'Plain Papadum', 'Mango Chutney', 'Garlic Naan'}),frozenset({'Pilau Rice'}),0.0260506083451519,0.35239232664029263,0.015525863999402851,0.5959885386819485,1.691264234848986,0.00634582951425975,1.602943815620836,0.41965870100929115",Plain Papadum + Mango Chutney + Garlic Naan
1018,"frozenset({'Pilau Rice'}),""frozenset({'Plain Papadum', 'Mango Chutney', 'Garlic Naan'})"",0.35239232664029263,0.0260506083451519,0.015525863999402851,0.044058462190213935,1.691264234848986,0.00634582951425975,1.0188378191895717,0.6311326337908287",Pilau Rice
1019,"frozenset({'Peshwari Naan', 'Plain Naan'}),frozenset({'Pilau Rice'}),0.021795924460700156,0.35239232664029263,0.012987982384115847,0.5958904109589042,1.6909857732718574,0.005307265852133654,1.6025545815341913,0.41773386484933794",Peshwari Naan + Plain Naan
1020,"frozenset({'Pilau Rice'}),""frozenset({'Peshwari Naan', 'Plain Naan'})"",0.35239232664029263,0.021795924460700156,0.012987982384115847,0.03685659817835204,1.6909857732718572,0.005307265852133654,1.0156370003565065,0.6309822843304028",Pilau Rice
1021,"frozenset({'Plain Papadum', 'Pilau Rice'}),frozenset({'Korma'}),0.13323878480256773,0.08748227215048145,0.019705904306934387,0.14789915966386555,1.6906186365331117,0.008049872673836726,1.0709034478707369,0.4712953684276454",Plain Papadum + Pilau Rice
1022,"frozenset({'Korma'}),""frozenset({'Plain Papadum', 'Pilau Rice'})"",0.08748227215048145,0.13323878480256773,0.019705904306934387,0.22525597269624573,1.6906186365331115,0.008049872673836726,1.1187710839332496,0.44766313441160066",Korma
1023,"frozenset({'Plain Papadum', 'Bombay Aloo'}),frozenset({'Pilau Rice'}),0.041501828767634544,0.35239232664029263,0.02470702396058819,0.5953237410071942,1.6893777077469563,0.010082097961334425,1.6003105172799879,0.4257348358531525",Plain Papadum + Bombay Aloo
1024,"frozenset({'Pilau Rice'}),""frozenset({'Plain Papadum', 'Bombay Aloo'})"",0.35239232664029263,0.041501828767634544,0.02470702396058819,0.07011226435077313,1.689377707746956,0.010082097961334425,1.0307676233230063,0.6301130736733901",Pilau Rice
1025,"frozenset({'Mango Chutney', 'Pilau Rice'}),frozenset({'Onion Bhajee'}),0.07352392326640293,0.17921922818541464,0.02224378592222139,0.3025380710659898,1.6880893536322639,0.009066885141253008,1.1768108591519164,0.43996203068258244",Mango Chutney + Pilau Rice
1026,"frozenset({'Onion Bhajee'}),""frozenset({'Mango Chutney', 'Pilau Rice'})"",0.17921922818541464,0.07352392326640293,0.02224378592222139,0.1241149521032903,1.6880893536322639,0.009066885141253008,1.0577598955004122,0.4966177450738644",Onion Bhajee
1027,"frozenset({'Plain Papadum', 'Madras'}),frozenset({'Pilau Rice'}),0.02172128088377995,0.35239232664029263,0.01291333880719564,0.5945017182130584,1.687045015653536,0.005258926098953111,1.5970663809124988,0.4162899400089443",Plain Papadum + Madras
1028,"frozenset({'Pilau Rice'}),""frozenset({'Plain Papadum', 'Madras'})"",0.35239232664029263,0.02172128088377995,0.01291333880719564,0.03664477864859139,1.6870450156535357,0.005258926098953111,1.0154911681942995,0.6288492339508095",Pilau Rice
1029,"frozenset({'Pilau Rice', 'Garlic Naan'}),""frozenset({'Plain Papadum', 'Mango Chutney'})"",0.08143614241994476,0.1130103754571919,0.015525863999402851,0.19065077910174152,1.6870201371374052,0.006322734968739542,1.0959294228496077,0.44334299091125035",Pilau Rice + Garlic Naan
1030,"frozenset({'Plain Papadum', 'Mango Chutney'}),""frozenset({'Pilau Rice', 'Garlic Naan'})"",0.1130103754571919,0.08143614241994476,0.015525863999402851,0.13738441215323646,1.687020137137405,0.006322734968739542,1.0648588670568175,0.45912470303406944",Plain Papadum + Mango Chutney
1031,"frozenset({'Onion Bhajee', 'Pilau Rice'}),frozenset({'Plain Papadum'}),0.0794207658430992,0.26841830260506083,0.03590356049861909,0.4520676691729323,1.6841909243353097,0.01458557333942041,1.335167969173611,0.44129073781226535",Onion Bhajee + Pilau Rice
1032,"frozenset({'Plain Papadum'}),""frozenset({'Onion Bhajee', 'Pilau Rice'})"",0.26841830260506083,0.0794207658430992,0.03590356049861909,0.13375973303670743,1.6841909243353095,0.01458557333942041,1.0627296712771157,0.5552942219608885",Plain Papadum
1033,"frozenset({'Plain Papadum', 'Bombay Aloo', 'Pilau Rice'}),frozenset({'Plain Naan'}),0.02470702396058819,0.28006270060461297,0.011644397999552138,0.47129909365558914,1.6828342104754606,0.004724882145246929,1.3617099777135606,0.41604359720079914",Plain Papadum + Bombay Aloo + Pilau Rice
1034,"frozenset({'Plain Naan'}),""frozenset({'Plain Papadum', 'Bombay Aloo', 'Pilau Rice'})"",0.28006270060461297,0.02470702396058819,0.011644397999552138,0.04157782515991471,1.6828342104754606,0.004724882145246929,1.01760268245269,0.5636107455703102",Plain Naan
1035,"frozenset({'Bombay Aloo'}),""frozenset({'Pilau Rice', 'Mango Chutney'})"",0.13077554676420095,0.07352392326640293,0.0161230126147645,0.1232876712328767,1.6768374939155828,0.006507881349351501,1.0567617750242593,0.4643671580554362",Bombay Aloo
1036,"frozenset({'Pilau Rice', 'Mango Chutney'}),frozenset({'Bombay Aloo'}),0.07352392326640293,0.13077554676420095,0.0161230126147645,0.21928934010152282,1.6768374939155828,0.006507881349351501,1.1133759251459845,0.43567157231353165",Pilau Rice + Mango Chutney
1037,"frozenset({'Mint Sauce', 'Mango Chutney'}),frozenset({'Onion Bhajee'}),0.05374337538254833,0.17921922818541464,0.0161230126147645,0.3,1.6739275301957517,0.006491166358625174,1.1725439597351222,0.4254686965896243",Mint Sauce + Mango Chutney
1038,"frozenset({'Onion Bhajee'}),""frozenset({'Mint Sauce', 'Mango Chutney'})"",0.17921922818541464,0.05374337538254833,0.0161230126147645,0.08996251561849229,1.6739275301957517,0.006491166358625174,1.0397996135956529,0.4905117012246878",Onion Bhajee
1039,"frozenset({'Chicken Tikka Masala', 'Bombay Aloo'}),frozenset({'Plain Papadum'}),0.031126371575725908,0.26841830260506083,0.013958348884078525,0.44844124700239807,1.6706805856760643,0.005603461059467763,1.3263894252769115,0.4143383897893097",Chicken Tikka Masala + Bombay Aloo
1040,"frozenset({'Plain Papadum'}),""frozenset({'Chicken Tikka Masala', 'Bombay Aloo'})"",0.26841830260506083,0.031126371575725908,0.013958348884078525,0.05200222469410456,1.6706805856760643,0.005603461059467763,1.0220209937851832,0.5487309763764147",Plain Papadum
1041,"frozenset({'Peshwari Naan'}),frozenset({'Korma'}),0.11457789057251623,0.08748227215048145,0.016720161230126148,0.145928338762215,1.668090404775934,0.0066966270246332,1.068432274789482,0.45234030638051886",Peshwari Naan
1042,"frozenset({'Korma'}),frozenset({'Peshwari Naan'}),0.08748227215048145,0.11457789057251623,0.016720161230126148,0.19112627986348124,1.6680904047759337,0.0066966270246332,1.0946357724145686,0.43890885188431206",Korma
1043,"frozenset({'Chicken Tikka (Main)', 'Pilau Rice'}),frozenset({'Plain Papadum'}),0.02567739046055087,0.26841830260506083,0.011495110845711726,0.4476744186046511,1.6678237447292856,0.00460282928296328,1.3245479152834685,0.4109688671858287",{'Chicken Tikka (Main
1044,"frozenset({'Plain Papadum'}),""frozenset({'Chicken Tikka (Main)', 'Pilau Rice'})"",0.26841830260506083,0.02567739046055087,0.011495110845711726,0.04282536151279199,1.6678237447292856,0.00460282928296328,1.0179151957884542,0.5473295197813104",Plain Papadum
1045,"frozenset({'Pilau Rice'}),""frozenset({'Chicken Tikka Masala', 'Mango Chutney'})"",0.35239232664029263,0.03396282749869374,0.019929835037695007,0.05655581444609192,1.6652269145808647,0.007961595236147409,1.0239473487603652,0.61685686805739",Pilau Rice
1046,"frozenset({'Chicken Tikka Masala', 'Mango Chutney'}),frozenset({'Pilau Rice'}),0.03396282749869374,0.35239232664029263,0.019929835037695007,0.5868131868131867,1.6652269145808647,0.007961595236147409,1.5673483583971637,0.41352574465043396",Chicken Tikka Masala + Mango Chutney
1047,"frozenset({'Plain Naan', 'Onion Bhajee'}),frozenset({'Bombay Aloo'}),0.0532955139210271,0.13077554676420095,0.011569754422631933,0.21708683473389356,1.6599956192522671,0.004600004449530531,1.1102437560113785,0.4199713612074074",Plain Naan + Onion Bhajee
1048,"frozenset({'Bombay Aloo'}),""frozenset({'Plain Naan', 'Onion Bhajee'})"",0.13077554676420095,0.0532955139210271,0.011569754422631933,0.0884703196347032,1.6599956192522671,0.004600004449530531,1.0385887661930875,0.45740633526780144",Bombay Aloo
1049,"frozenset({'Onion Bhajee', 'Pilau Rice'}),frozenset({'Chicken Tikka Masala'}),0.0794207658430992,0.15921474957079942,0.02097484511457789,0.2640977443609023,1.6587517492747341,0.00832988777014775,1.142522996751813,0.4313990788824821",Onion Bhajee + Pilau Rice
1050,"frozenset({'Chicken Tikka Masala'}),""frozenset({'Onion Bhajee', 'Pilau Rice'})"",0.15921474957079942,0.0794207658430992,0.02097484511457789,0.13173933427097986,1.6587517492747341,0.00832988777014775,1.0602567529463658,0.47234062853849884",Chicken Tikka Masala
1051,"frozenset({'Chicken Tikka Masala'}),""frozenset({'Garlic Naan', 'Pilau Rice'})"",0.15921474957079942,0.08143614241994476,0.02149735015301933,0.1350210970464135,1.6579996673976183,0.008531515131615871,1.0619494353486492,0.472015380859375",Chicken Tikka Masala
1052,"frozenset({'Garlic Naan', 'Pilau Rice'}),frozenset({'Chicken Tikka Masala'}),0.08143614241994476,0.15921474957079942,0.02149735015301933,0.26397800183318054,1.6579996673976183,0.008531515131615871,1.1423371210688142,0.4320478831464327",Garlic Naan + Pilau Rice
1053,"frozenset({'Plain Papadum'}),""frozenset({'Peshwari Naan', 'Pilau Rice'})"",0.26841830260506083,0.05389266253638875,0.02396058819138613,0.089265850945495,1.656363718998333,0.009494811190501311,1.0388403009218767,0.5416590779566329",Plain Papadum
1054,"frozenset({'Peshwari Naan', 'Pilau Rice'}),frozenset({'Plain Papadum'}),0.05389266253638875,0.26841830260506083,0.02396058819138613,0.4445983379501385,1.656363718998333,0.009494811190501311,1.3172119339629578,0.41884028584244254",Peshwari Naan + Pilau Rice
1055,"frozenset({'Plain Papadum', 'Chicken Tikka Masala', 'Pilau Rice'}),frozenset({'Plain Naan'}),0.036873926998581774,0.28006270060461297,0.017093379114727178,0.46356275303643724,1.6552106083233342,0.006766367537607015,1.342071795854042,0.41100255280668285",Plain Papadum + Chicken Tikka Masala + Pilau Rice
1056,"frozenset({'Plain Naan'}),""frozenset({'Plain Papadum', 'Chicken Tikka Masala', 'Pilau Rice'})"",0.28006270060461297,0.036873926998581774,0.017093379114727178,0.061034115138592755,1.6552106083233342,0.006766367537607015,1.025730634658337,0.549835763490371",Plain Naan
1057,"frozenset({'Plain Papadum', 'Mint Sauce', 'Onion Bhajee'}),frozenset({'Pilau Rice'}),0.022019855191460776,0.35239232664029263,0.012838695230275435,0.5830508474576271,1.6545503502202563,0.005079067227074245,1.5532053954562088,0.4045135129378436",Plain Papadum + Mint Sauce + Onion Bhajee
1058,"frozenset({'Pilau Rice'}),""frozenset({'Plain Papadum', 'Mint Sauce', 'Onion Bhajee'})"",0.35239232664029263,0.022019855191460776,0.012838695230275435,0.03643295911883075,1.654550350220256,0.005079067227074245,1.0149580707058943,0.610873218823378",Pilau Rice
1059,"frozenset({'Plain Rice'}),""frozenset({'Plain Naan', 'Bombay Aloo'})"",0.17683063372396804,0.04747331492125103,0.01388370530715832,0.07851414098775855,1.6538584069386812,0.005488968944655993,1.0336856238898562,0.4802818631752607",Plain Rice
1060,"frozenset({'Plain Naan', 'Bombay Aloo'}),frozenset({'Plain Rice'}),0.04747331492125103,0.17683063372396804,0.01388370530715832,0.29245283018867924,1.6538584069386812,0.005488968944655993,1.163412704336792,0.4150574709738089",Plain Naan + Bombay Aloo
1061,"frozenset({'Mint Sauce'}),frozenset({'Mushroom Rice'}),0.10920355303426141,0.10838247368813914,0.019556617153093977,0.17908407382091593,1.6523342541176382,0.0077208659397068335,1.086125263109286,0.4431939279267524",Mint Sauce
1062,"frozenset({'Mushroom Rice'}),frozenset({'Mint Sauce'}),0.10838247368813914,0.10920355303426141,0.019556617153093977,0.18044077134986225,1.652334254117638,0.0077208659397068335,1.0869213789867667,0.44278579622250835",Mushroom Rice
1063,"frozenset({'Keema Naan', 'Plain Naan'}),frozenset({'Pilau Rice'}),0.020900201537657686,0.35239232664029263,0.01216690303799358,0.5821428571428571,1.6519737041183766,0.0048018323908873665,1.5498303294078464,0.40308811073158923",Keema Naan + Plain Naan
1064,"frozenset({'Pilau Rice'}),""frozenset({'Keema Naan', 'Plain Naan'})"",0.35239232664029263,0.020900201537657686,0.01216690303799358,0.034526583350984956,1.6519737041183764,0.0048018323908873665,1.0141136789251246,0.6094175597586741",Pilau Rice
1065,"frozenset({'Pilau Rice'}),""frozenset({'Korma - Chicken', 'Plain Naan'})"",0.35239232664029263,0.030454579383444053,0.017690527730088827,0.05020122855327261,1.648396713059297,0.006958567644305488,1.0207903502967797,0.6073892186214263",Pilau Rice
1066,"frozenset({'Korma - Chicken', 'Plain Naan'}),frozenset({'Pilau Rice'}),0.030454579383444053,0.35239232664029263,0.017690527730088827,0.5808823529411765,1.648396713059297,0.006958567644305488,1.5451691855600038,0.40570550933555266",Korma - Chicken + Plain Naan
1067,"frozenset({'Bombay Aloo', 'Pilau Rice'}),""frozenset({'Plain Papadum', 'Mango Chutney'})"",0.06531312980518027,0.1130103754571919,0.01216690303799358,0.18628571428571428,1.6483947914700887,0.004785841716425847,1.090050451509771,0.4208352808259916",Bombay Aloo + Pilau Rice
1068,"frozenset({'Plain Papadum', 'Mango Chutney'}),""frozenset({'Bombay Aloo', 'Pilau Rice'})"",0.1130103754571919,0.06531312980518027,0.01216690303799358,0.10766182298546896,1.6483947914700887,0.004785841716425847,1.047458121002929,0.44346540322334993",Plain Papadum + Mango Chutney
1069,"frozenset({'Plain Papadum', 'Pilau Rice'}),frozenset({'Madras'}),0.13323878480256773,0.05881913861312234,0.01291333880719564,0.0969187675070028,1.6477420409788281,0.005076348255249431,1.0421884848483725,0.45353769968878127",Plain Papadum + Pilau Rice
1070,"frozenset({'Madras'}),""frozenset({'Plain Papadum', 'Pilau Rice'})"",0.05881913861312234,0.13323878480256773,0.01291333880719564,0.21954314720812182,1.6477420409788281,0.005076348255249431,1.1105818497163846,0.41767624464954617",Madras
1071,"frozenset({'Korma', 'Pilau Rice'}),frozenset({'Plain Papadum'}),0.04456221542136299,0.26841830260506083,0.019705904306934387,0.44221105527638194,1.6474698296823385,0.007744590083211069,1.3115743944287648,0.41133877840909094",Korma + Pilau Rice
1072,"frozenset({'Plain Papadum'}),""frozenset({'Korma', 'Pilau Rice'})"",0.26841830260506083,0.04456221542136299,0.019705904306934387,0.07341490545050056,1.6474698296823385,0.007744590083211069,1.031138737498433,0.5372039958816819",Plain Papadum
1073,"frozenset({'Chicken Tikka Masala'}),""frozenset({'Keema Naan', 'Pilau Rice'})"",0.15921474957079942,0.04583115622900649,0.012017615884153168,0.07548054383497421,1.6469264588878658,0.004720619822611715,1.0320700526184226,0.4671922422007341",Chicken Tikka Masala
1074,"frozenset({'Keema Naan', 'Pilau Rice'}),frozenset({'Chicken Tikka Masala'}),0.04583115622900649,0.15921474957079942,0.012017615884153168,0.26221498371335505,1.6469264588878658,0.004720619822611715,1.139607381376444,0.4116759302314847",Keema Naan + Pilau Rice
1075,"frozenset({'Plain Naan'}),""frozenset({'Chicken Tikka Masala', 'Onion Bhajee'})"",0.28006270060461297,0.03709785772934239,0.017093379114727178,0.061034115138592755,1.6452193974079017,0.006703652892401834,1.0254921481122645,0.5447395645864886",Plain Naan
1076,"frozenset({'Chicken Tikka Masala', 'Onion Bhajee'}),frozenset({'Plain Naan'}),0.03709785772934239,0.28006270060461297,0.017093379114727178,0.4607645875251509,1.6452193974079017,0.006703652892401834,1.335107603729505,0.40728783724315365",Chicken Tikka Masala + Onion Bhajee
1077,"frozenset({'Plain Papadum', 'Chicken Tikka Masala', 'Mango Chutney'}),frozenset({'Plain Naan'}),0.02754347988355602,0.28006270060461297,0.012689408076435022,0.46070460704607047,1.645005229369991,0.004975506716197493,1.3349591129492353,0.4032048619263487",Plain Papadum + Chicken Tikka Masala + Mango Chutney
1078,"frozenset({'Plain Naan'}),""frozenset({'Plain Papadum', 'Chicken Tikka Masala', 'Mango Chutney'})"",0.28006270060461297,0.02754347988355602,0.012689408076435022,0.0453091684434968,1.6450052293699908,0.004975506716197493,1.0186088396082909,0.5446296465709145",Plain Naan
1079,"frozenset({'Pilau Rice'}),""frozenset({'Korma', 'Onion Bhajee'})"",0.35239232664029263,0.018436963499290887,0.01067403149958946,0.03029019275577208,1.6429057180124638,0.004176987035892194,1.0122234808474984,0.6042583511463179",Pilau Rice
1080,"frozenset({'Korma', 'Onion Bhajee'}),frozenset({'Pilau Rice'}),0.018436963499290887,0.35239232664029263,0.01067403149958946,0.5789473684210527,1.6429057180124638,0.004176987035892194,1.5380682242293051,0.39867265814033875",Korma + Onion Bhajee
1081,"frozenset({'Plain Papadum', 'Pilau Rice'}),""frozenset({'Plain Naan', 'Onion Bhajee'})"",0.13323878480256773,0.0532955139210271,0.011644397999552138,0.08739495798319327,1.6398182802532777,0.004543368489286156,1.037364952517475,0.45015434961180745",Plain Papadum + Pilau Rice
1082,"frozenset({'Plain Naan', 'Onion Bhajee'}),""frozenset({'Plain Papadum', 'Pilau Rice'})"",0.0532955139210271,0.13323878480256773,0.011644397999552138,0.21848739495798317,1.6398182802532777,0.004543368489286156,1.1090815549300477,0.41214163113556",Plain Naan + Onion Bhajee
1083,"frozenset({'Pilau Rice'}),frozenset({'Madras'}),0.35239232664029263,0.05881913861312234,0.03396282749869374,0.09637788604109299,1.638546369660562,0.013235414391837685,1.041564661652004,0.6017577857826821",Pilau Rice
1084,"frozenset({'Madras'}),frozenset({'Pilau Rice'}),0.05881913861312234,0.35239232664029263,0.03396282749869374,0.5774111675126904,1.6385463696605618,0.013235414391837685,1.5324770168391875,0.4140574628797327",Madras
1085,"frozenset({'Plain Papadum', 'Mint Sauce'}),""frozenset({'Chicken Tikka Masala', 'Pilau Rice'})"",0.08083899380458312,0.08509367768903486,0.011271180114951108,0.1394275161588181,1.6385179245435841,0.004392292831438026,1.0631368530716472,0.42396529229101204",Plain Papadum + Mint Sauce
1086,"frozenset({'Chicken Tikka Masala', 'Pilau Rice'}),""frozenset({'Plain Papadum', 'Mint Sauce'})"",0.08509367768903486,0.08083899380458312,0.011271180114951108,0.1324561403508772,1.6385179245435841,0.004392292831438026,1.059498025341532,0.42593690211891344",Chicken Tikka Masala + Pilau Rice
1087,"frozenset({'Bombay Aloo'}),""frozenset({'Mint Sauce', 'Mango Chutney'})"",0.13077554676420095,0.05374337538254833,0.011495110845711726,0.08789954337899543,1.6355419203450026,0.004466791545105271,1.0374478137232637,0.4470443253611995",Bombay Aloo
1088,"frozenset({'Mint Sauce', 'Mango Chutney'}),frozenset({'Bombay Aloo'}),0.05374337538254833,0.13077554676420095,0.011495110845711726,0.21388888888888888,1.6355419203450023,0.004466791545105271,1.105727219663914,0.4106516659171072",Mint Sauce + Mango Chutney
1089,"frozenset({'Plain Naan'}),""frozenset({'Korma - Chicken', 'Pilau Rice'})"",0.28006270060461297,0.038665372844666715,0.017690527730088827,0.06316631130063967,1.633666163117123,0.006861798991327201,1.0261529220730612,0.5387689124248372",Plain Naan
1090,"frozenset({'Korma - Chicken', 'Pilau Rice'}),frozenset({'Plain Naan'}),0.038665372844666715,0.28006270060461297,0.017690527730088827,0.45752895752895756,1.6336661631171228,0.006861798991327201,1.3271442031559093,0.40348056218165657",Korma - Chicken + Pilau Rice
1091,"frozenset({'Onion Bhajee', 'Pilau Rice'}),frozenset({'Bombay Aloo'}),0.0794207658430992,0.13077554676420095,0.016944091960886767,0.21334586466165414,1.6313895826896008,0.006557797883323894,1.104963940553035,0.4204153392406248",Onion Bhajee + Pilau Rice
1092,"frozenset({'Bombay Aloo'}),""frozenset({'Onion Bhajee', 'Pilau Rice'})"",0.13077554676420095,0.0794207658430992,0.016944091960886767,0.1295662100456621,1.6313895826896005,0.006557797883323894,1.0576097168805836,0.44525396125844785",Bombay Aloo
1093,"frozenset({'Onion Chutney', 'Plain Papadum'}),frozenset({'Plain Rice'}),0.0582966335746809,0.17683063372396804,0.016794804807046353,0.2880921895006402,1.6291984224314382,0.006486174148061578,1.1562864659380954,0.41010920876488405",Onion Chutney + Plain Papadum
1094,"frozenset({'Plain Rice'}),""frozenset({'Onion Chutney', 'Plain Papadum'})"",0.17683063372396804,0.0582966335746809,0.016794804807046353,0.09497678345293373,1.629198422431438,0.006486174148061578,1.040529512622006,0.46916374481118767",Plain Rice
1095,"frozenset({'French Fries'}),frozenset({'Plain Naan'}),0.039113234306187954,0.28006270060461297,0.017839814883929238,0.45610687022900764,1.628588416966422,0.0068856568547572446,1.3236741925725712,0.40168241595477155",French Fries
1096,"frozenset({'Plain Naan'}),frozenset({'French Fries'}),0.28006270060461297,0.039113234306187954,0.017839814883929238,0.06369936034115138,1.6285884169664218,0.0068856568547572446,1.0262587944444017,0.536117961698888",Plain Naan
1097,"frozenset({'Plain Papadum', 'Mint Sauce'}),frozenset({'Peshwari Naan'}),0.08083899380458312,0.11457789057251623,0.015078002537881616,0.18651892890120036,1.6278788863123006,0.005815641151747774,1.0884360323609137,0.4196258142949264",Plain Papadum + Mint Sauce
1098,"frozenset({'Peshwari Naan'}),""frozenset({'Plain Papadum', 'Mint Sauce'})"",0.11457789057251623,0.08083899380458312,0.015078002537881616,0.13159609120521173,1.6278788863123006,0.005815641151747774,1.0584487205626143,0.4356156025314216",Peshwari Naan
1099,"frozenset({'Chicken Tikka Masala'}),frozenset({'Mushroom Rice'}),0.15921474957079942,0.10838247368813914,0.028065984921997463,0.17627754336615098,1.6264395650663392,0.010809896515876632,1.0824246918743308,0.4580956464579304",Chicken Tikka Masala
1100,"frozenset({'Mushroom Rice'}),frozenset({'Chicken Tikka Masala'}),0.10838247368813914,0.15921474957079942,0.028065984921997463,0.25895316804407714,1.6264395650663392,0.010809896515876632,1.1345912487204453,0.4319790173044896",Mushroom Rice
1101,"frozenset({'Plain Papadum'}),""frozenset({'Plain Naan', 'Bombay Aloo', 'Pilau Rice'})"",0.26841830260506083,0.026722400537433754,0.011644397999552138,0.04338153503893215,1.6234145947390335,0.004471616605761604,1.0174146068800547,0.5249098077380905",Plain Papadum
1102,"frozenset({'Plain Naan', 'Bombay Aloo', 'Pilau Rice'}),frozenset({'Plain Papadum'}),0.026722400537433754,0.26841830260506083,0.011644397999552138,0.43575418994413406,1.6234145947390335,0.004471616605761604,1.2965655825118227,0.3945579435264227",Plain Naan + Bombay Aloo + Pilau Rice
1103,"frozenset({'Pilau Rice'}),""frozenset({'Korma', 'Plain Naan'})"",0.35239232664029263,0.03523176830633724,0.020153765768455626,0.057191273035373864,1.623287044184118,0.007738360963333725,1.0232915798305509,0.5928991001144068",Pilau Rice
1104,"frozenset({'Korma', 'Plain Naan'}),frozenset({'Pilau Rice'}),0.03523176830633724,0.35239232664029263,0.020153765768455626,0.5720338983050849,1.623287044184118,0.007738360963333725,1.5132218902266434,0.39798782147718326",Korma + Plain Naan
1105,"frozenset({'Peshwari Naan'}),frozenset({'Mint Sauce'}),0.11457789057251623,0.10920355303426141,0.020303052922296037,0.1771986970684039,1.6226458951643248,0.0077907401726064595,1.0826385954809252,0.43337815019786363",Peshwari Naan
1106,"frozenset({'Mint Sauce'}),frozenset({'Peshwari Naan'}),0.10920355303426141,0.11457789057251623,0.020303052922296037,0.18591934381408065,1.6226458951643248,0.0077907401726064595,1.0876343795906036,0.43076350072457337",Mint Sauce
1107,"frozenset({'Keema Naan'}),frozenset({'Korma'}),0.10166455176532059,0.08748227215048145,0.014406210345599762,0.1417033773861968,1.6197953471355617,0.005512364360009276,1.0631729215834425,0.4259411776102086",Keema Naan
1108,"frozenset({'Korma'}),frozenset({'Keema Naan'}),0.08748227215048145,0.10166455176532059,0.014406210345599762,0.16467576791808874,1.6197953471355617,0.005512364360009276,1.0754332434433547,0.41932123292751416",Korma
1109,"frozenset({'Plain Naan'}),""frozenset({'Chicken Tikka Masala', 'Mango Chutney'})"",0.28006270060461297,0.03396282749869374,0.015376576845562439,0.05490405117270789,1.6165924693643243,0.005864855656109658,1.0221577753031306,0.5297890652131242",Plain Naan
1110,"frozenset({'Chicken Tikka Masala', 'Mango Chutney'}),frozenset({'Plain Naan'}),0.03396282749869374,0.28006270060461297,0.015376576845562439,0.4527472527472527,1.616592469364324,0.005864855656109658,1.315548077208438,0.39482425699123647",Chicken Tikka Masala + Mango Chutney
