Rule_ID,Raw_Text,Antecedent_Text
97,"frozenset({'Onion Chutney', 'Plain Papadum', 'Mango Chutney'}),frozenset({'Red Sauce'}),0.03679928342166157,0.049637978651937004,0.01179368515339255,0.32048681541582147,6.456484009211669,0.009967043108501534,1.3985924672375971,0.877404808243151",Onion Chutney + Plain Papadum + Mango Chutney
98,"frozenset({'Red Sauce'}),""frozenset({'Onion Chutney', 'Plain Papadum', 'Mango Chutney'})"",0.049637978651937004,0.03679928342166157,0.01179368515339255,0.237593984962406,6.456484009211669,0.009967043108501534,1.2633697761826332,0.8892579049300675",Red Sauce
99,"frozenset({'Red Sauce'}),frozenset({'Onion Chutney'}),0.049637978651937004,0.07703217138165261,0.02455773680674778,0.49473684210526314,6.422470420236638,0.020734015528192956,1.8267071608071457,0.8883947968262245",Red Sauce
100,"frozenset({'Onion Chutney'}),frozenset({'Red Sauce'}),0.07703217138165261,0.049637978651937004,0.02455773680674778,0.3187984496124031,6.422470420236638,0.020734015528192956,1.3951260398736858,0.9147628429592795",Onion Chutney
101,"frozenset({'Mint Sauce', 'Pilau Rice'}),""frozenset({'Onion Chutney', 'Plain Papadum', 'Mango Chutney'})"",0.04642830484436814,0.03679928342166157,0.010897962230350078,0.23472668810289388,6.37856681645937,0.009189433881594872,1.2586362304868204,0.8842806208615929",Mint Sauce + Pilau Rice
102,"frozenset({'Onion Chutney', 'Plain Papadum', 'Mango Chutney'}),""frozenset({'Mint Sauce', 'Pilau Rice'})"",0.03679928342166157,0.04642830484436814,0.010897962230350078,0.2961460446247464,6.37856681645937,0.009189433881594872,1.3547862988810562,0.8754405557584354",Onion Chutney + Plain Papadum + Mango Chutney
103,"frozenset({'Plain Papadum', 'Red Sauce', 'Mango Chutney'}),frozenset({'Mint Sauce'}),0.020377696499216242,0.10920355303426141,0.014182279614839144,0.695970695970696,6.373150658864945,0.0119569627544709,2.9299690364053816,0.8606293812861934",Plain Papadum + Red Sauce + Mango Chutney
104,"frozenset({'Mint Sauce'}),""frozenset({'Plain Papadum', 'Red Sauce', 'Mango Chutney'})"",0.10920355303426141,0.020377696499216242,0.014182279614839144,0.12987012987012986,6.373150658864944,0.0119569627544709,1.1258345876053784,0.9464471258588907",Mint Sauce
105,"frozenset({'Onion Chutney', 'Mango Chutney', 'Pilau Rice'}),""frozenset({'Plain Papadum', 'Mint Sauce'})"",0.02134806299917892,0.08083899380458312,0.010897962230350078,0.5104895104895105,6.314891940930722,0.009172206297819603,1.877714626942066,0.8600035732831262",Onion Chutney + Mango Chutney + Pilau Rice
106,"frozenset({'Plain Papadum', 'Mint Sauce'}),""frozenset({'Onion Chutney', 'Mango Chutney', 'Pilau Rice'})"",0.08083899380458312,0.02134806299917892,0.010897962230350078,0.1348107109879963,6.314891940930721,0.009172206297819603,1.131141993353137,0.9156656528597586",Plain Papadum + Mint Sauce
107,"frozenset({'Onion Chutney', 'Pilau Rice'}),""frozenset({'Plain Papadum', 'Mint Sauce'})"",0.03142494588340673,0.08083899380458312,0.015824438307083674,0.503562945368171,6.229208475620856,0.013284077301505597,1.8515157110443565,0.8667020246376473",Onion Chutney + Pilau Rice
108,"frozenset({'Plain Papadum', 'Mint Sauce'}),""frozenset({'Onion Chutney', 'Pilau Rice'})"",0.08083899380458312,0.03142494588340673,0.015824438307083674,0.19575253924284391,6.2292084756208554,0.013284077301505597,1.204324665451516,0.9132958804367478",Plain Papadum + Mint Sauce
109,"frozenset({'Plain Papadum', 'Mint Sauce', 'Pilau Rice'}),frozenset({'Red Sauce'}),0.038366798536985894,0.049637978651937004,0.011719041576472345,0.30544747081712065,6.153503408326263,0.009814591249750272,1.368308344461917,0.8709047769959029",Plain Papadum + Mint Sauce + Pilau Rice
110,"frozenset({'Red Sauce'}),""frozenset({'Plain Papadum', 'Mint Sauce', 'Pilau Rice'})"",0.049637978651937004,0.038366798536985894,0.011719041576472345,0.23609022556390977,6.153503408326262,0.009814591249750272,1.2588308641198906,0.8812336036787792",Red Sauce
111,"frozenset({'Plain Papadum', 'Mint Sauce', 'Mango Chutney'}),frozenset({'Red Sauce'}),0.04650294842128835,0.049637978651937004,0.014182279614839144,0.30497592295345105,6.1440036688832835,0.011873967253851106,1.3673799983830097,0.8780726475653672",Plain Papadum + Mint Sauce + Mango Chutney
112,"frozenset({'Red Sauce'}),""frozenset({'Plain Papadum', 'Mint Sauce', 'Mango Chutney'})"",0.049637978651937004,0.04650294842128835,0.014182279614839144,0.2857142857142857,6.1440036688832835,0.011873967253851106,1.3348958722101962,0.8809692114357525",Red Sauce
113,"frozenset({'Mint Sauce'}),""frozenset({'Onion Chutney', 'Red Sauce'})"",0.10920355303426141,0.02455773680674778,0.016421586922445323,0.15037593984962405,6.12336311904381,0.013739794808668208,1.1480869115460401,0.9392617730853026",Mint Sauce
114,"frozenset({'Onion Chutney', 'Red Sauce'}),frozenset({'Mint Sauce'}),0.02455773680674778,0.10920355303426141,0.016421586922445323,0.668693009118541,6.12336311904381,0.013739794808668208,2.6887342298323667,0.8577555861646771",Onion Chutney + Red Sauce
115,"frozenset({'Onion Chutney'}),""frozenset({'Plain Papadum', 'Mint Sauce', 'Mango Chutney', 'Pilau Rice'})"",0.07703217138165261,0.02321415242218407,0.010897962230350078,0.14147286821705427,6.0942508537102125,0.009109725662484589,1.1377460436798037,0.905677204216497",Onion Chutney
116,"frozenset({'Plain Papadum', 'Mint Sauce', 'Mango Chutney', 'Pilau Rice'}),frozenset({'Onion Chutney'}),0.02321415242218407,0.07703217138165261,0.010897962230350078,0.46945337620578775,6.094250853710212,0.009109725662484589,1.739654513335188,0.8557770617558449",Plain Papadum + Mint Sauce + Mango Chutney + Pilau Rice
117,"frozenset({'Mint Sauce'}),""frozenset({'Onion Chutney', 'Plain Papadum', 'Onion Bhajee'})"",0.10920355303426141,0.018213032768530268,0.011868328730312757,0.10868079289131921,5.967199108053293,0.009879400840459822,1.101498721671503,0.9344639753444786",Mint Sauce
118,"frozenset({'Onion Chutney', 'Plain Papadum', 'Onion Bhajee'}),frozenset({'Mint Sauce'}),0.018213032768530268,0.10920355303426141,0.011868328730312757,0.6516393442622951,5.9671991080532925,0.009879400840459822,2.5571098007016495,0.8478592778652023",Onion Chutney + Plain Papadum + Onion Bhajee
119,"frozenset({'Plain Papadum', 'Mint Sauce'}),""frozenset({'Onion Chutney', 'Mango Chutney'})"",0.08083899380458312,0.04366649249832052,0.021049488691498097,0.26038781163434904,5.963103440111751,0.017519533374958488,1.293020210517252,0.9055019541846506",Plain Papadum + Mint Sauce
120,"frozenset({'Onion Chutney', 'Mango Chutney'}),""frozenset({'Plain Papadum', 'Mint Sauce'})"",0.04366649249832052,0.08083899380458312,0.021049488691498097,0.48205128205128206,5.96310344011175,0.017519533374958488,1.7746177842386763,0.8703052656751317",Onion Chutney + Mango Chutney
121,"frozenset({'Mint Sauce', 'Mango Chutney', 'Pilau Rice'}),frozenset({'Onion Chutney'}),0.025752034037471075,0.07703217138165261,0.011719041576472345,0.455072463768116,5.90756375688125,0.009735306477071722,1.693744153581542,0.852683826184727",Mint Sauce + Mango Chutney + Pilau Rice
122,"frozenset({'Onion Chutney'}),""frozenset({'Mint Sauce', 'Mango Chutney', 'Pilau Rice'})"",0.07703217138165261,0.025752034037471075,0.011719041576472345,0.15213178294573643,5.907563756881249,0.009735306477071722,1.149055886712377,0.9000589809432316",Onion Chutney
123,"frozenset({'Onion Chutney'}),""frozenset({'Plain Papadum', 'Onion Bhajee', 'Mango Chutney'})"",0.07703217138165261,0.030305292229603643,0.013734418153317907,0.17829457364341086,5.883281781036392,0.011399935688516015,1.1801001632300105,0.8993020271101813",Onion Chutney
124,"frozenset({'Plain Papadum', 'Onion Bhajee', 'Mango Chutney'}),frozenset({'Onion Chutney'}),0.030305292229603643,0.07703217138165261,0.013734418153317907,0.45320197044334976,5.883281781036392,0.011399935688516015,1.6879501730587794,0.8559671745991372",Plain Papadum + Onion Bhajee + Mango Chutney
125,"frozenset({'Onion Chutney'}),""frozenset({'Plain Papadum', 'Mint Sauce', 'Mango Chutney'})"",0.07703217138165261,0.04650294842128835,0.021049488691498097,0.27325581395348836,5.876096532158722,0.01746726559895726,1.3120119429723074,0.8990768383649801",Onion Chutney
126,"frozenset({'Plain Papadum', 'Mint Sauce', 'Mango Chutney'}),frozenset({'Onion Chutney'}),0.04650294842128835,0.07703217138165261,0.021049488691498097,0.45264847512038525,5.876096532158722,0.01746726559895726,1.6862432763320538,0.8702900506014544",Plain Papadum + Mint Sauce + Mango Chutney
127,"frozenset({'Red Sauce'}),""frozenset({'Mint Sauce', 'Mango Chutney'})"",0.049637978651937004,0.05374337538254833,0.015675151153243264,0.3157894736842105,5.875877192982456,0.013007438633321293,1.3829904513639677,0.8731542569902607",Red Sauce
128,"frozenset({'Mint Sauce', 'Mango Chutney'}),frozenset({'Red Sauce'}),0.05374337538254833,0.049637978651937004,0.015675151153243264,0.2916666666666667,5.875877192982456,0.013007438633321293,1.3416875595502067,0.8769424942809813",Mint Sauce + Mango Chutney
129,"frozenset({'Onion Chutney'}),""frozenset({'Mint Sauce', 'Onion Bhajee'})"",0.07703217138165261,0.02791669776815705,0.012614764499514817,0.16375968992248063,5.866012208265971,0.010464280652628345,1.1624449222517519,0.8987598609359785",Onion Chutney
130,"frozenset({'Mint Sauce', 'Onion Bhajee'}),frozenset({'Onion Chutney'}),0.02791669776815705,0.07703217138165261,0.012614764499514817,0.4518716577540107,5.86601220826597,0.010464280652628345,1.6838535019671315,0.8533491269656279",Mint Sauce + Onion Bhajee
131,"frozenset({'Onion Chutney', 'Plain Papadum'}),""frozenset({'Mint Sauce', 'Pilau Rice'})"",0.0582966335746809,0.04642830484436814,0.015824438307083674,0.2714468629961587,5.846581388359387,0.013117824432077962,1.3088567555651116,0.8802770665581889",Onion Chutney + Plain Papadum
132,"frozenset({'Mint Sauce', 'Pilau Rice'}),""frozenset({'Onion Chutney', 'Plain Papadum'})"",0.04642830484436814,0.0582966335746809,0.015824438307083674,0.3408360128617363,5.846581388359387,0.013117824432077962,1.4286329119915815,0.8693209762581692",Mint Sauce + Pilau Rice
133,"frozenset({'Onion Chutney', 'Mango Chutney'}),""frozenset({'Mint Sauce', 'Pilau Rice'})"",0.04366649249832052,0.04642830484436814,0.011719041576472345,0.2683760683760684,5.780440816775223,0.009691680351276006,1.3033631814627213,0.8647640249686303",Onion Chutney + Mango Chutney
134,"frozenset({'Mint Sauce', 'Pilau Rice'}),""frozenset({'Onion Chutney', 'Mango Chutney'})"",0.04642830484436814,0.04366649249832052,0.011719041576472345,0.252411575562701,5.780440816775223,0.009691680351276006,1.2792246057334293,0.8672686252757801",Mint Sauce + Pilau Rice
135,"frozenset({'Plain Papadum', 'Mint Sauce'}),frozenset({'Red Sauce'}),0.08083899380458312,0.049637978651937004,0.023139508845263865,0.28624192059095105,5.76659099271725,0.019126824596547902,1.3314903869598347,0.8992845803622419",Plain Papadum + Mint Sauce
136,"frozenset({'Red Sauce'}),""frozenset({'Plain Papadum', 'Mint Sauce'})"",0.049637978651937004,0.08083899380458312,0.023139508845263865,0.46616541353383456,5.76659099271725,0.019126824596547902,1.721808645408316,0.8697604714562241",Red Sauce
137,"frozenset({'Onion Chutney', 'Plain Papadum'}),""frozenset({'Onion Bhajee', 'Mango Chutney'})"",0.0582966335746809,0.04112861088303352,0.013734418153317907,0.23559539052496797,5.728260339134294,0.01133675859523407,1.2544029395315757,0.8765254094179923",Onion Chutney + Plain Papadum
138,"frozenset({'Onion Bhajee', 'Mango Chutney'}),""frozenset({'Onion Chutney', 'Plain Papadum'})"",0.04112861088303352,0.0582966335746809,0.013734418153317907,0.33393829401088926,5.728260339134294,0.01133675859523407,1.413838024251637,0.8608317425827021",Onion Bhajee + Mango Chutney
139,"frozenset({'Red Sauce', 'Mango Chutney'}),frozenset({'Mint Sauce'}),0.02515488542210943,0.10920355303426141,0.015675151153243264,0.6231454005934718,5.706274047676515,0.012928148288979167,2.3637669498224714,0.8460362429811128",Red Sauce + Mango Chutney
140,"frozenset({'Mint Sauce'}),""frozenset({'Red Sauce', 'Mango Chutney'})"",0.10920355303426141,0.02515488542210943,0.015675151153243264,0.14354066985645933,5.706274047676515,0.012928148288979167,1.138226977356308,0.925861683704821",Mint Sauce
141,"frozenset({'Plain Papadum', 'Mango Chutney'}),""frozenset({'Onion Chutney', 'Mint Sauce', 'Pilau Rice'})"",0.1130103754571919,0.017093379114727178,0.010897962230350078,0.0964332892998679,5.641557977075678,0.008966233038762638,1.087807473699052,0.9275689110378704",Plain Papadum + Mango Chutney
142,"frozenset({'Onion Chutney', 'Mint Sauce', 'Pilau Rice'}),""frozenset({'Plain Papadum', 'Mango Chutney'})"",0.017093379114727178,0.1130103754571919,0.010897962230350078,0.6375545851528384,5.641557977075678,0.008966233038762638,2.4472364339795543,0.8370520481366203",Onion Chutney + Mint Sauce + Pilau Rice
143,"frozenset({'Plain Papadum', 'Red Sauce', 'Pilau Rice'}),frozenset({'Mint Sauce'}),0.01910875569157274,0.10920355303426141,0.011719041576472345,0.61328125,5.615945937286398,0.009632297560888937,2.3034736406386775,0.8379477465626375",Plain Papadum + Red Sauce + Pilau Rice
144,"frozenset({'Mint Sauce'}),""frozenset({'Plain Papadum', 'Red Sauce', 'Pilau Rice'})"",0.10920355303426141,0.01910875569157274,0.011719041576472345,0.10731373889268626,5.615945937286398,0.009632297560888937,1.0988084919014005,0.9226974474258103",Mint Sauce
145,"frozenset({'Mint Sauce'}),""frozenset({'Plain Papadum', 'Red Sauce'})"",0.10920355303426141,0.03784429349854445,0.023139508845263865,0.21189336978810663,5.599083777221429,0.019006777533151414,1.2208445781540587,0.922095449704558",Mint Sauce
146,"frozenset({'Plain Papadum', 'Red Sauce'}),frozenset({'Mint Sauce'}),0.03784429349854445,0.10920355303426141,0.023139508845263865,0.611439842209073,5.599083777221429,0.019006777533151414,2.292557353358525,0.8537072999824821",Plain Papadum + Red Sauce
147,"frozenset({'Mint Sauce'}),""frozenset({'Onion Chutney', 'Plain Papadum', 'Pilau Rice'})"",0.10920355303426141,0.026125251922072105,0.015824438307083674,0.14490772385509226,5.546653647104774,0.012971467973278233,1.1389118756498868,0.9202002523312178",Mint Sauce
148,"frozenset({'Onion Chutney', 'Plain Papadum', 'Pilau Rice'}),frozenset({'Mint Sauce'}),0.026125251922072105,0.10920355303426141,0.015824438307083674,0.6057142857142856,5.546653647104774,0.012971467973278233,2.2592663510000612,0.8417007596628155",Onion Chutney + Plain Papadum + Pilau Rice
149,"frozenset({'Onion Chutney', 'Onion Bhajee'}),""frozenset({'Plain Papadum', 'Mango Chutney'})"",0.02209449876838098,0.1130103754571919,0.013734418153317907,0.6216216216216216,5.500571244956978,0.01123751055196471,2.3441868648631354,0.8366868775367298",Onion Chutney + Onion Bhajee
150,"frozenset({'Plain Papadum', 'Mango Chutney'}),""frozenset({'Onion Chutney', 'Onion Bhajee'})"",0.1130103754571919,0.02209449876838098,0.013734418153317907,0.1215323645970938,5.500571244956978,0.01123751055196471,1.1131946833568958,0.9224467544061851",Plain Papadum + Mango Chutney
151,"frozenset({'Mint Sauce', 'Mango Chutney'}),frozenset({'Onion Chutney'}),0.05374337538254833,0.07703217138165261,0.02261700380682242,0.42083333333333334,5.463085432816538,0.01847703490372547,1.5936135170388732,0.8633527468862687",Mint Sauce + Mango Chutney
152,"frozenset({'Onion Chutney'}),""frozenset({'Mint Sauce', 'Mango Chutney'})"",0.07703217138165261,0.05374337538254833,0.02261700380682242,0.29360465116279066,5.463085432816537,0.01847703490372547,1.3395567031621536,0.8851373046726428",Onion Chutney
153,"frozenset({'Mint Sauce'}),""frozenset({'Onion Chutney', 'Plain Papadum', 'Mango Chutney', 'Pilau Rice'})"",0.10920355303426141,0.018287676345450473,0.010897962230350078,0.09979494190020505,5.4569503536206,0.00890088299668627,1.0905429988660638,0.9168732825058371",Mint Sauce
154,"frozenset({'Onion Chutney', 'Plain Papadum', 'Mango Chutney', 'Pilau Rice'}),frozenset({'Mint Sauce'}),0.018287676345450473,0.10920355303426141,0.010897962230350078,0.5959183673469388,5.4569503536206,0.00890088299668627,2.2044962576424845,0.8319621162883712",Onion Chutney + Plain Papadum + Mango Chutney + Pilau Rice
155,"frozenset({'Onion Chutney'}),frozenset({'Lime Pickle'}),0.07703217138165261,0.027244905575875195,0.01142046726879152,0.14825581395348836,5.441597642561325,0.009321733033193759,1.1420742405525561,0.8843541622067346",Onion Chutney
156,"frozenset({'Lime Pickle'}),frozenset({'Onion Chutney'}),0.027244905575875195,0.07703217138165261,0.01142046726879152,0.4191780821917808,5.441597642561325,0.009321733033193759,1.5890719690834754,0.8390914069740849",Lime Pickle
157,"frozenset({'Onion Chutney', 'Red Sauce', 'Mint Sauce'}),""frozenset({'Plain Papadum', 'Mango Chutney'})"",0.016421586922445323,0.1130103754571919,0.010002239307307606,0.6090909090909091,5.38969016452504,0.008146429603599147,2.2690432255746256,0.8280586141161838",Onion Chutney + Red Sauce + Mint Sauce
158,"frozenset({'Plain Papadum', 'Mango Chutney'}),""frozenset({'Onion Chutney', 'Red Sauce', 'Mint Sauce'})"",0.1130103754571919,0.016421586922445323,0.010002239307307606,0.08850726552179657,5.389690164525039,0.008146429603599147,1.0790853024633462,0.9182301067246449",Plain Papadum + Mango Chutney
159,"frozenset({'Plain Papadum', 'Lime Pickle'}),frozenset({'Mint Sauce'}),0.019034112114652533,0.10920355303426141,0.011196536538030903,0.5882352941176471,5.386594829319288,0.009117943866258367,2.1633627997739366,0.8301552275148378",Plain Papadum + Lime Pickle
160,"frozenset({'Mint Sauce'}),""frozenset({'Plain Papadum', 'Lime Pickle'})"",0.10920355303426141,0.019034112114652533,0.011196536538030903,0.10252904989747094,5.386594829319288,0.009117943866258367,1.0930335826171083,0.9141863583040054",Mint Sauce
161,"frozenset({'Plain Papadum', 'Mint Sauce', 'Pilau Rice'}),frozenset({'Onion Chutney'}),0.038366798536985894,0.07703217138165261,0.015824438307083674,0.41245136186770426,5.354274123005459,0.012868960506817238,1.5708790195689752,0.8456793287629302",Plain Papadum + Mint Sauce + Pilau Rice
162,"frozenset({'Onion Chutney'}),""frozenset({'Plain Papadum', 'Mint Sauce', 'Pilau Rice'})"",0.07703217138165261,0.038366798536985894,0.015824438307083674,0.20542635658914726,5.3542741230054585,0.012868960506817238,1.2102505657436957,0.881106897893476",Onion Chutney
